Time,Air Temperature ,Azimuth Angle ,Cloud Opacity,Dew Point Temperature ,DHI (Diffuse Horizontal Irradiance) ,DNI (Direct Normal Irradiance) ,GHI (Global Horizontal Irradiance) ,GTI (Fixed Tilt Irradiance) W/m²,GTI (Tracking Tilt Irradiance),Precipitable Water ,Relative Humidity ,Snow Depth ,Surface Pressure ,Wind Direction at 10m ,Wind Speed at 10m ,Zenith Angle ,P_actual
2021/01/01 00:00,-11.57,82.1,0,-25.44,0,0,0,0,0,2.51,34.82,0,863.31,113.75,2.31,150.35,0
2021/01/01 00:15,-12.45,66.77,0,-23.83,0,0,0,0,0,2.38,38.37,0,910.04,123.46,2.22,130.79,0
2021/01/01 00:30,-14.31,64.66,0,-23.5,0,0,0,0,0,2.29,34.32,0,929.31,107.76,2.35,132.49,0
2021/01/01 00:45,-13.44,71.49,0,-27.16,0,0,0,0,0,2.33,38.75,0,790.14,110.75,2.4,136.18,0
2021/01/01 01:00,-14.73,55.06,0,-27.41,0,0,0,0,0,2.63,38.73,0,817.68,131.47,2.33,147.27,0
2021/01/01 01:15,-12.54,52.15,0,-26.7,0,0,0,0,0,2.59,39.19,0,836.17,121.94,2.72,151.97,0
2021/01/01 01:30,-12.47,51.33,0,-24.75,0,0,0,0,0,2.2,40.57,0,857.23,126.53,2.51,147.17,0
2021/01/01 01:45,-12.98,43.22,0,-24.99,0,0,0,0,0,2.35,38.32,0,799.2,130.58,2.59,152.02,0
2021/01/01 02:00,-12.89,34.02,0,-24.95,0,0,0,0,0,2.54,40.31,0,815.47,132.12,2.37,169.58,0
2021/01/01 02:15,-13.4,21.66,0,-22.97,0,0,0,0,0,2.61,35.89,0,769.77,118.46,2.81,175.38,0
2021/01/01 02:30,-14.2,14.25,0,-23.28,0,0,0,0,0,2.4,39.2,0,847.68,133.11,2.49,167.6,0
2021/01/01 02:45,-14.47,4.01,0,-26.82,0,0,0,0,0,2.38,42.96,0,851.5,140.75,2.83,163.08,0
2021/01/01 03:00,-13.1,-6.16,0,-23.7,0,0,0,0,0,2.2,40.71,0,780.97,131.78,2.79,161.2,0
2021/01/01 03:15,-12.82,-16.64,0,-23.53,0,0,0,0,0,2.58,36.86,0,868.56,126.73,2.84,161.19,0
2021/01/01 03:30,-14.33,-27.5,0,-25.51,0,0,0,0,0,2.49,40.01,0,805.24,145.94,2.96,173.53,0
2021/01/01 03:45,-12.79,-38.08,0,-26.4,0,0,0,0,0,2.49,37.92,0,792.56,151.11,2.84,158.68,0
2021/01/01 04:00,-15.18,-40.72,0,-25.64,0,0,0,0,0,2.31,39.46,0,926.65,128.38,2.92,158.06,0
2021/01/01 04:15,-15.43,-48.39,0,-25.7,0,0,0,0,0,2.65,44.67,0,896.83,148.8,2.95,141.91,0
2021/01/01 04:30,-13.22,-55.14,0,-26.12,0,0,0,0,0,2.33,38.6,0,877.97,139.15,2.64,161.17,0
2021/01/01 04:45,-14.45,-67.44,0,-25.08,0,0,0,0,0,2.46,38.39,0,876.77,128.17,2.7,137.97,0
2021/01/01 05:00,-13.69,-63.45,0,-21.98,0,0,0,0,0,2.69,39.7,0,781.43,141.51,2.99,133.21,0
2021/01/01 05:15,-13.57,-77.72,0,-26.65,0,0,0,0,0,2.37,44.9,0,830.84,149.96,2.9,151.67,0
2021/01/01 05:30,-15.84,-68.28,0,-24.37,0,0,0,0,0,2.29,44.23,0,780.41,146.64,3.08,128.54,0
2021/01/01 05:45,-13.43,-77.99,0,-26.12,0,0,0,0,0,2.74,40.3,0,827.92,157.09,3.01,140.61,0
2021/01/01 06:00,-15.02,-78.57,0,-25.94,0,0,0,0,0,2.46,40.93,0,827.87,156.5,2.6,132.8,0
2021/01/01 06:15,-13.82,-84.75,0,-23.14,0,0,0,0,0,2.8,42.43,0,904.78,135.05,2.67,146.11,0
2021/01/01 06:30,-13.34,-94.57,0,-24.98,0,0,0,0,0,2.63,41.28,0,899.78,136.65,2.58,118.59,0
2021/01/01 06:45,-14.83,-95.23,0,-25.19,0,0,0,0,0,2.36,45.65,0,795.33,142.77,2.67,134.53,0
2021/01/01 07:00,-16.53,-93.72,0,-25.35,0,0,0,0,0,2.5,49.82,0,813.53,149.67,2.89,127.24,0
2021/01/01 07:15,-14.96,-88.01,0,-22.82,0,0,0,0,0,2.34,47.15,0,788.71,154.04,2.81,119.29,0
2021/01/01 07:30,-14.25,-103.17,0,-24.82,0,0,0,0,0,2.76,51.97,0,825.38,150.79,2.4,127.64,0
2021/01/01 07:45,-14.97,-94.34,0,-25.97,0,0,0,0,0,2.94,48.22,0,859.62,138.31,2.66,107.73,0
2021/01/01 08:00,-15.31,-97.18,0,-25.85,0,0,0,0,0,2.68,51.91,0,843.59,148.97,2.23,115.09,0
2021/01/01 08:15,-16.67,-93.86,0,-22.85,0,0,0,0,0,2.97,49.76,0,855.7,148.66,2.52,120.02,0
2021/01/01 08:30,-15.67,-112.86,0,-24.23,0,0,0,0,0,2.59,52.86,0,827,165.06,2.43,112.68,0
2021/01/01 08:45,-16.54,-113.13,0,-22.61,0,0,0,0,0,2.86,48.07,0,802.16,164.53,2.1,106.26,0
2021/01/01 09:00,-16.11,-99.84,0,-24.21,0,0,0,0,0,2.93,54.38,0,826.9,160.88,2.11,94.89,0
2021/01/01 09:15,-15.56,-112.49,0,-22.22,0,0,0,0,0,2.44,52.86,0,915.78,144.83,2.08,96.91,0
2021/01/01 09:30,-15.35,-120.92,0,-25.83,0,0,0,0,0,2.86,49.02,0,781.32,169.05,1.96,94.07,0
2021/01/01 09:45,-15.79,-111.5,0,-21.59,1.04,5.06,2.18,4.35,1.08,2.89,45.33,0,832.55,142.68,1.83,103.73,0.25
2021/01/01 10:00,-13.33,-110.43,0,-22.38,8.88,30.9,11.77,23.56,8.21,2.67,46.56,0,920.66,156.84,2.18,93.26,1.48
2021/01/01 10:15,-15.09,-123.81,0,-23.78,15.74,58.13,22.09,42.56,14.75,2.61,42.37,0,833.01,148.18,1.84,93.32,2.73
2021/01/01 10:30,-11.35,-111.81,0,-24.52,16.61,63.58,23.48,44.86,15.91,1.71,35.91,0.11,779.31,166.47,2.42,82.9,2.99
2021/01/01 10:45,-10.11,-126.67,0,-25.06,22.65,101.9,34.21,77.68,25.17,1.82,31.23,0.1,877.81,166.83,2.69,88.79,3.85
2021/01/01 11:00,-10.05,-125.04,0.1,-23.54,34.3,142.74,50.65,100.8,31.66,1.7,31.81,0.1,791.08,186.33,2.19,82.45,6.39
2021/01/01 11:15,-9.68,-126.38,0.41,-24.36,44.25,195.33,73.01,169.2,70.43,1.82,32.99,0.1,802.92,NaN,2.51,85.09,11.18
2021/01/01 11:30,-9.67,-121.64,0.93,-25.08,66.8,298.75,110.41,254.38,101.26,1.56,26.39,0.11,915.39,186.11,2.24,82.02,14.33
2021/01/01 11:45,-8.98,-136.44,1.37,-22.51,68.52,343.01,164.85,336.31,144.69,1.87,29,0.1,776.84,171.08,2.11,83.79,18.47
2021/01/01 12:00,-8.19,-150.58,1.5,-22.45,87.65,464.05,169.69,390.78,178.02,1.87,27.53,0.11,834.29,172.56,2.08,73.98,22.07
2021/01/01 12:15,-8.25,-153.46,1.23,-23.79,88.78,518.49,243.16,468.64,285.86,1.71,27.7,0.11,817.22,182.46,2.05,70.23,26.48
2021/01/01 12:30,-7.76,-148.93,0.78,-26.09,89.19,482.85,260.47,460.08,346.02,1.98,25.69,0.11,887.69,158.3,1.8,77.08,33.52
2021/01/01 12:45,-5.95,-153.15,0.37,-22.08,104.11,549.14,316.52,549.28,410.56,1.97,21.76,0.1,778.26,187.99,1.59,72.39,38.71
2021/01/01 13:00,-6.59,-148.9,0,-24.3,116.38,694.27,299.36,592.23,543.63,1.63,22.25,0.1,918.97,180.36,1.64,69.3,40.62
2021/01/01 13:15,-5.76,-162.61,0,-23.65,118.43,679.84,347.14,656.18,472.94,1.75,22.89,0.11,855.92,193.03,1.17,70.47,48.66
2021/01/01 13:30,-5.27,-163.48,0,-23.51,118.87,665.12,409.1,687.85,539,1.72,23.21,0.1,880.3,184.46,0.83,66.65,49.69
2021/01/01 13:45,-4.78,-154.14,0,-22.78,120.51,750.81,409.13,698.93,452.12,1.62,21.4,0.1,841.73,193.36,0.65,66.4,51.15
2021/01/01 14:00,-3.55,-147,0,-22.4,111.96,708.08,413.84,775.29,527.91,1.73,21.91,0.09,909.86,203.51,0.48,65.37,50.54
2021/01/01 14:15,-3.53,-170.12,0,-25.17,109.05,708.69,409.69,778.41,532.01,1.96,21.68,0.09,855.58,236.77,0.5,59.36,54.26
2021/01/01 14:30,-2.75,-181.86,0,-24.55,130.82,702.35,417.18,794.4,501.84,2.09,20.16,0.11,863.81,280.91,0.56,61.73,-190.171971273394
2021/01/01 14:45,-2.34,-181.11,0,-23.83,114.07,802.65,420.41,758.87,468.03,1.87,18.14,0.1,900.66,312.85,0.73,68.64,56.63
2021/01/01 15:00,-1.66,-191.39,0,-22.79,134.66,802.14,502.01,796.94,433.25,1.9,19.42,0.1,900.61,280.54,0.99,68.87,53.09
2021/01/01 15:15,-1.49,162.51,0,-24.64,124.28,725.8,486.75,844.34,506.05,1.94,16.3,0.11,866.41,308.49,1.1,63.33,56.6
2021/01/01 15:30,-1.32,184.74,0,-21.17,122.55,789.29,485.22,812.06,476.47,1.97,16.15,0.09,799.47,338.75,1.13,62.69,57.18
2021/01/01 15:45,-0.9,165.08,0,-24.24,118.45,697.46,473.33,793.7,457.41,2.2,16,0.09,782.23,345.38,1.42,64.55,59.41
2021/01/01 16:00,-0.8,171.54,0,-24.26,117.73,751.87,466.14,814.83,450.53,2.13,15.76,0.09,791.14,307.21,1.39,67.48,51.34
2021/01/01 16:15,-0.67,160.22,0,-23.04,122.7,670.44,385.54,799.17,478.35,2.04,18.4,0.1,774.7,340.72,1.27,62.18,57.87
2021/01/01 16:30,-0.7,146.47,0,-22.45,109.39,756.63,408.26,773.45,493.06,2,19.08,0.1,909.34,332.6,1.42,60.75,53.84
2021/01/01 16:45,-0.66,152.12,0,-21.21,107.08,754.19,345.06,728.36,502.25,2.27,17.83,0.1,890.48,321.04,1.42,68.23,43.22
2021/01/01 17:00,-0.55,165.28,0,-23.27,105.13,633.12,337.11,716.9,561.24,2.02,17.47,0.11,808.24,365.45,1.34,68.15,45.99
2021/01/01 17:15,-0.61,163.17,0,-22.44,96.08,677.8,335.57,592.5,504.5,2.19,18.46,0.1,842.41,337.01,1.27,70.78,44.07
2021/01/01 17:30,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,33.19
2021/01/01 17:45,-0.54,150.15,0,-23.78,87.26,626.66,236.52,563.12,365.97,2.34,17.44,0.1,871.97,324.22,1.22,73.55,35.84
2021/01/01 18:00,-0.55,144.96,0,-23.13,86.09,579.27,236.49,487.16,277.09,2.15,19.77,0.09,853.76,380.31,1.37,73.37,27.44
2021/01/01 18:15,-0.85,148.34,0,-23.53,72.19,432.59,189.59,388.95,215.24,2.3,20.03,0.1,859.5,0.97,1.21,76.38,21.22
2021/01/01 18:30,-0.95,124.55,0,-23.41,68.04,395.26,161.98,294.45,159.51,2.13,18.64,0.11,879.3,8.09,1.3,73.03,17.67
2021/01/01 18:45,-1.21,119.27,0,-20.62,59.61,311.04,108.86,256.44,93.17,2.43,19.17,0.1,858.66,15.24,1.16,78.7,13.12
2021/01/01 19:00,-1.37,138.79,0,-19.97,44.7,247.42,71.53,170.62,43.18,2.52,20.34,0.11,845.95,22.57,1.27,85.55,8.89
2021/01/01 19:15,-2.06,124.02,0,-22.82,33.79,199.76,60.43,139.56,27.35,2.25,20.83,0.11,881.16,30.43,1.15,82.72,6.45
2021/01/01 19:30,-2.26,124.47,0,-21.63,19.89,126.99,35.3,88.95,18.32,2.42,24.85,0.1,813.68,39.54,1.37,87.13,4.49
2021/01/01 19:45,-2.72,124.06,0,-20.11,11.53,63.37,19.46,45.51,8.93,2.21,24.15,0.1,849.81,54.67,1.29,97.41,2.35
2021/01/01 20:00,-2.94,114.33,0,-20.3,1.05,6.6,1.86,4.12,1.1,2.6,24.77,0.11,905.69,60.62,1.37,97.76,0.24
2021/01/01 20:15,-3.95,105.72,0,-21.6,0,0,0,0,0,2.36,29.9,0.1,773.55,66.88,1.56,99.07,0
2021/01/01 20:30,-4.38,110.63,0,-20.9,0,0,0,0,0,2.48,27.6,0.09,831.87,72.74,1.67,105.22,0
2021/01/01 20:45,-4.42,103.74,0,-19.28,0,0,0,0,0,2.42,31.12,0.1,873.42,78.91,2,95.83,0
2021/01/01 21:00,-4.43,115.61,0,-20.65,0,0,0,0,0,2.23,29.7,0.1,891.85,87.16,2.11,113.15,0
2021/01/01 21:15,-5.11,103.09,0,-17.94,0,0,0,0,0,2.58,32.53,0.11,825.76,86.56,2.01,116.25,0
2021/01/01 21:30,-5.03,108.38,0,-19.84,0,0,0,0,0,2.61,32.1,0.11,786.68,97.27,1.98,112.7,0
2021/01/01 21:45,-5.53,97.2,0,-20.29,0,0,0,0,0,2.63,33.85,0.09,910.91,101.87,2.24,115.01,0
2021/01/01 22:00,-6.06,109.99,0,-20.82,0,0,0,0,0,2.59,36.61,0.1,801.06,101.54,2.49,120.51,0
2021/01/01 22:15,-6.25,94.55,0,-19.55,0,0,0,0,0,2.58,32.04,0.11,771.75,101.54,2.32,106.07,0
2021/01/01 22:30,-7.05,95.57,0,-20.49,0,0,0,0,0,2.57,36.79,0.1,887.71,105.28,2.22,130.6,0
2021/01/01 22:45,-7.58,84.71,0,-19.87,0,0,0,0,0,2.45,36.41,0.11,852.7,115.33,2.73,121.95,0
2021/01/01 23:00,-7.75,84.77,0,-21.03,0,0,0,0,0,2.33,37.95,0.09,908.25,110.39,2.62,134.81,0
2021/01/01 23:15,-7.98,88.34,0,-21.32,0,0,0,0,0,2.46,32.37,0.1,908.61,124.84,2.84,118.83,0
2021/01/01 23:30,-8.61,87.75,0,-22.31,0,0,0,0,0,2.39,34.63,0.11,760.48,133.75,2.94,131.61,0
2021/01/01 23:45,-8.43,85.62,0,-22.09,0,0,0,0,0,2.63,34.41,0.1,833.26,127.25,2.99,132.92,0
2021/01/02 00:00,-8.83,87.35,0,-21.26,0,0,0,0,0,2.26,31.7,0.09,900.65,127.15,3.32,138.08,0
2021/01/02 00:15,-8.65,76.23,0,-19.67,0,0,0,0,0,2.32,34.1,0.1,793.23,140.08,3.17,134.53,0
2021/01/02 00:30,-9.89,76.38,0,-23.61,0,0,0,0,0,2.54,36.84,0.11,833.25,138.71,3.1,147.2,0
2021/01/02 00:45,-8.67,71.14,0,-20.22,0,0,0,0,0,2.3,36.85,0.1,888.74,143.47,3.18,158.15,0
2021/01/02 01:00,-9.84,73.3,0,-21.02,0,0,0,0,0,2.67,37.97,0.1,872.84,154.17,3.67,147.99,0
2021/01/02 01:15,-10.01,65.79,0,-24.07,0,0,0,0,0,2.7,38.94,0.1,791.75,140.25,3.48,145.32,0
2021/01/02 01:30,-9.84,59.24,0,-21.71,0,0,0,0,0,2.56,38.27,0.11,813.61,154.46,3.69,158.13,0
2021/01/02 01:45,-8.93,54.18,0,-22.67,0,0,0,0,0,2.3,37.38,0.11,789.36,132.24,3.64,155.6,0
2021/01/02 02:00,-9.51,41.33,0,-22.83,0,0,0,0,0,2.57,34.79,0.09,875.54,155.24,3.15,146.69,0
2021/01/02 02:15,-10.11,35.97,0,-20.93,0,0,0,0,0,2.42,38.5,0.1,886.98,156.96,3.73,161.46,0
2021/01/02 02:30,-10.65,23.16,0,-21.06,0,0,0,0,0,2.71,40.06,0.1,860.56,153.51,3.2,145.4,0
2021/01/02 02:45,-9.86,14.76,0,-23.88,0,0,0,0,0,2.59,38.74,0.11,871.7,138.05,3.85,170.87,80.2887710623022
2021/01/02 03:00,-11.1,4.56,0,-20.96,0,0,0,0,0,2.52,34.85,0.1,766.06,138.47,3.44,150.25,0
2021/01/02 03:15,-10.22,-5.46,0,-21.96,0,0,0,0,0,2.34,36.01,0.09,805.84,161.89,3.32,163.46,0
2021/01/02 03:30,-9.72,-17.2,0,-20.87,0,0,0,0,0,2.35,34.86,0.11,832.71,140.61,3.18,157.63,0
2021/01/02 03:45,-10.25,-28.12,0,-22.74,0,0,0,0,0,2.83,37.43,0.1,895.14,147.67,3.38,156.38,-196.740366246
2021/01/02 04:00,-10.8,-39.63,0,-23,0,0,0,0,0,2.82,39.13,0.09,908.3,149.84,3.27,157.84,0
2021/01/02 04:15,-11.66,-43.38,0,-25.07,0,0,0,0,0,2.43,32.99,0.11,909.89,157.87,3.53,156.06,0
2021/01/02 04:30,-11.81,-54.69,0,-24.83,0,0,0,0,0,2.66,32.99,0.11,754.88,171.48,3.37,143.47,0
2021/01/02 04:45,-11.75,-61.05,0,-25.22,0,0,0,0,0,2.41,33.69,0.11,860.83,165.41,3.82,152.62,0
2021/01/02 05:00,-11.81,-61.55,0,-23.66,0,0,0,0,0,2.58,39.58,0.09,783.91,151.33,3.72,164.4,0
2021/01/02 05:15,-11.63,-61.89,0,-22.43,0,0,0,0,0,2.38,36.15,0.1,856.72,175.28,3.49,149.18,0
2021/01/02 05:30,-11.85,-71.73,0,-22.29,0,0,0,0,0,2.37,37.97,0.1,854.75,161.81,3.26,146.2,0
2021/01/02 05:45,-11.81,-75.58,0,-22.01,0,0,0,0,0,2.57,32.25,0.09,806.46,150.53,3.62,139.56,0
2021/01/02 06:00,-10.39,-82.58,0,-25.02,0,0,0,0,0,2.83,38.49,0.11,856.32,150.75,3.4,141.66,0
2021/01/02 06:15,-11.93,-74.98,0,-22.07,0,0,0,0,0,2.91,37.67,0.1,789.6,166.83,3.6,137.78,0
2021/01/02 06:30,-11.57,-78.31,0,-21.49,0,0,0,0,0,2.74,35.53,0.09,866.18,149.9,3.33,138.35,0
2021/01/02 06:45,-10.04,-79.36,0,-23.93,0,0,0,0,0,2.94,35.23,0.11,860.19,155.79,3.12,122.93,0
2021/01/02 07:00,-11.83,-94,0,-24.38,0,0,0,0,0,2.47,33.84,0.11,779.86,168.24,3.51,129,0
2021/01/02 07:15,-11.63,-88.71,0,-24.89,0,0,0,0,0,2.65,34.52,0.11,850.22,170.01,3.52,113.49,0
2021/01/02 07:30,-11.69,-101.27,0,-23.14,0,0,0,0,0,2.81,34.56,0.11,842.9,178.14,3.09,112.87,0
2021/01/02 07:45,-11.78,-95.54,0,-22.65,0,0,0,0,0,2.73,37.9,0.11,838.8,163.7,2.83,116.79,0
2021/01/02 08:00,-11.89,-98.21,0,-21.36,0,0,0,0,0,2.57,34.02,0.1,758.25,162.67,3.13,118.49,0
2021/01/02 08:15,-10.44,-105.55,0,-23.18,0,0,0,0,0,2.86,38.25,0.1,915.1,193.22,3.05,117.61,0
2021/01/02 08:30,-10.37,-100.89,0,-21.73,0,0,0,0,0,2.94,37.7,0.1,792.32,199.64,3.11,117.02,0
2021/01/02 08:45,-10.3,-96.3,0,-24.3,0,0,0,0,0,2.95,38.29,0.1,803.6,183.23,3.08,107.53,0
2021/01/02 09:00,-10.58,-112.09,2.06,-22.91,0,0,0,0,0,3.01,38.53,0.1,838.07,174.68,2.69,106.75,0
2021/01/02 09:15,-10.94,-117.39,14.02,-23.65,0,0,0,0,0,3,39.13,0.1,846.21,182.74,2.95,99.8,0
2021/01/02 09:30,-11.15,-115.11,23.16,-21.09,0,0,0,0,0,2.85,40.98,0.09,912.36,178.68,2.89,92.91,0
2021/01/02 09:45,-10.2,-123.94,38.35,-20.21,0,0,0,0,0,2.67,35.7,0.1,804.66,192.04,2.66,98.86,0
2021/01/02 10:00,-9.6,-117.69,45.59,-21.76,0.9,6.55,1.84,4.03,1,2.8,36.73,0.11,855.64,202.61,2.88,87.26,0.26
2021/01/02 10:15,-10.03,-115.64,38.83,-20.83,7.92,38.93,11.96,29.64,7.25,2.52,32.03,0.09,900.27,214.41,2.41,88.18,1.41
2021/01/02 10:30,-8.87,-116.41,24.71,-21.42,14.54,82.12,23.29,54.36,15.07,2.66,29.91,0.1,794.71,195.48,2.36,85.38,2.77
2021/01/02 10:45,-9.04,-134.01,11.02,-21.97,23.91,121.79,32.02,80.29,19.14,2.82,28.96,0.09,792.91,182.6,2.55,81.62,3.86
2021/01/02 11:00,-8.62,-114.9,1.74,-20.87,30.78,162.06,47.95,104.53,33.76,2.9,31.13,0.09,868.54,211.38,2.17,82.93,5.86
2021/01/02 11:15,-7.73,-139.87,2.9,-24.78,55.43,160.54,71.43,158.6,67.76,2.67,30.75,0.11,898.22,219.35,2.26,81.43,10.34
2021/01/02 11:30,-7.57,-129.66,6.4,-21.64,75,203.96,113.8,190.55,92.61,3.03,27.13,0.1,870.66,211.08,2.16,75.25,13.36
2021/01/02 11:45,-7.59,-125.04,7.84,-21.61,98.98,221.67,126.51,248.05,133.6,2.55,28.03,0.09,901.76,192.45,2.18,84.1,18.19
2021/01/02 12:00,-6.89,-144.37,11.26,-24.6,104.65,251.96,167.08,269.6,192.13,2.66,24.01,0.1,911.78,196.68,1.99,71.87,22.28
2021/01/02 12:15,-6.16,-145.26,8.48,-22.35,101.17,360.67,226.85,416.29,247.15,2.97,24.5,0.11,759.48,205.89,1.8,75.79,25.06
2021/01/02 12:30,-5.53,-152.89,5.57,-22.86,116.31,501.91,254.16,493.72,380.77,2.89,26.32,0.1,770.47,223.14,1.92,79.83,33.73
2021/01/02 12:45,-4.96,-142.31,2.83,-23.01,109.01,512.87,282.02,569.99,413.97,2.72,24.72,0.1,896.47,234.1,1.67,64.93,NaN
2021/01/02 13:00,-5.17,-152.88,0.33,-23.92,97.28,670.09,300.19,615.24,564.11,2.77,24.91,0.1,914.07,214.78,1.57,63.16,38.05
2021/01/02 13:15,-4.91,-144.32,0,-20.8,104.21,722.35,374.41,666.32,535.21,2.78,24.85,0.09,850.08,255.05,1.66,74.32,40.52
2021/01/02 13:30,-3.8,-151.22,0,-21.88,104.85,763.08,368.02,737.91,561,2.79,20.51,0.1,794.94,227.7,1.44,63.59,51.5
2021/01/02 13:45,-3.88,-157.29,0,-24.01,103.6,682.11,416.43,741.42,517.67,2.62,22.41,0.11,760.44,258.9,1.56,64.55,46.28
2021/01/02 14:00,-3.03,-170.2,0,-23.32,104.44,717.92,435.11,839.47,479.73,2.75,19.66,0.1,820.29,279.55,1.57,62.4,55.05
2021/01/02 14:15,-2.97,-170.41,0,-21.55,111.4,760.72,397.18,829.34,471.22,2.68,20.57,0.09,787.01,275.07,1.55,68.86,56.82
2021/01/02 14:30,-2.29,-173.13,0,-23.12,106.79,700.52,480.51,903.99,496.85,2.67,21.37,0.1,917.32,292.14,1.94,65.3,59.03
2021/01/02 14:45,-2.16,-169.53,0,-23.27,107.87,817.06,457.31,788.74,454.3,2.35,18.18,0.1,789.87,262.05,1.97,62.85,58.06
2021/01/02 15:00,-1.73,-185.75,0,-23.61,106.02,741.62,489.93,842.31,425.92,2.42,19.81,0.11,864.33,293.44,1.99,58.51,57.37
2021/01/02 15:15,-1.39,175.53,0,-20.34,119.08,761.57,443.76,944.68,435.02,2.65,19.25,0.09,822.49,323.97,2.2,64.51,57.04
2021/01/02 15:30,-1.26,165.49,0,-21.4,98.61,821.85,460.52,785.99,450.04,2.75,20.09,0.1,788.05,302.46,2.17,67.95,57.27
2021/01/02 15:45,-1.18,159.46,0,-20.29,104.09,857.38,437.89,839.84,480.04,2.36,20.24,0.09,789.67,298.58,2.09,66.35,51.98
2021/01/02 16:00,-0.85,157.29,0,-20.59,102.85,770.4,482.37,905.73,485.6,2.38,19.33,0.1,898.8,321.71,2.41,65.55,52.94
2021/01/02 16:15,-0.98,159.73,0,-22.05,109.83,730.57,447.23,825.76,541.88,2.48,17.53,0.1,819.63,303.96,2.59,70.85,50.63
2021/01/02 16:30,-0.89,154.42,0,-19.47,107.85,794.79,424.98,852.25,509.51,2.74,18.56,0.11,870.93,319.66,2.32,59.81,52.32
2021/01/02 16:45,-0.94,171.01,0,-21.18,91.23,745.75,402.9,673.23,559.76,2.57,19.16,0.09,893.82,327.21,2.09,71.44,50.18
2021/01/02 17:00,-0.88,143.69,0,-22.49,88.37,757.79,326.23,721.66,523.02,2.49,18.07,0.11,808.65,285.69,2.25,68.04,43.39
2021/01/02 17:15,-0.84,140.88,0,-21.11,94.22,625.12,318.57,658.34,505.64,2.73,18.04,0.09,900.04,285.82,2.38,74.28,41.9
2021/01/02 17:30,-0.76,136.04,0,-20.28,89.74,646.99,279.71,625.93,376.53,2.48,21.17,0.09,811.38,288.77,2.5,66.25,36.63
2021/01/02 17:45,-0.86,129.91,0,-20.77,77.32,573.87,243.28,593.43,332.34,2.56,18.46,0.1,810.68,311.36,2.39,66.03,35.32
2021/01/02 18:00,-0.82,140.04,0,-19.1,84,545.91,214.39,488.66,284.8,2.45,20.62,0.09,911.23,334.25,2.24,74.49,30.58
2021/01/02 18:15,-1.04,130.36,0,-20.08,71.69,476.46,205.97,397.4,220.59,2.47,20.37,0.11,869.1,339.76,2.04,82.06,25.07
2021/01/02 18:30,-1.03,131.33,0,-19.67,61.74,457.31,165.97,326.07,152.69,2.25,19.35,0.09,898.85,313.9,2.27,82.28,NaN
2021/01/02 18:45,-1.27,126.35,0,-21.58,52.31,385.45,114.08,285.19,105.12,2.54,22.79,0.1,776.34,349.07,1.91,79.63,15.31
2021/01/02 19:00,-1.37,126.06,0,-21.64,44.29,281.13,77.76,210.66,43.43,2.4,20.62,0.1,802.18,352.61,2.31,77.42,9.24
2021/01/02 19:15,-1.56,119.71,0,-18.2,33.98,189.27,54.56,134.26,27.66,2.39,24.81,0.09,853.14,316.22,1.89,87.39,7.85
2021/01/02 19:30,-1.99,119.31,0,-17.95,24.13,142.43,35.52,96.18,17.93,2.44,22.36,0.1,847.08,327.41,1.81,83.21,4.89
2021/01/02 19:45,-2.25,108.46,0,-17.36,10.72,69.39,18.89,41.91,8.33,2.24,26.54,0.1,855.97,328.01,1.85,81.8,2.53
2021/01/02 20:00,-2.43,123.09,0,-19.84,0.93,7.09,1.81,4.65,0.94,2.46,29.03,0,758.35,316.41,1.72,88.26,0.27
2021/01/02 20:15,-2.4,112.09,0,-19.95,0,0,0,0,0,2.16,26.09,0,917.28,309.94,1.8,105.6,0
2021/01/02 20:30,-2.69,119.32,0,-18.83,0,0,0,0,0,2.25,30.39,0,810.91,315.56,1.87,98.2,0
2021/01/02 20:45,-2.89,101.43,0,-17.04,0,0,0,0,0,2.32,28.93,0,850.66,365.29,1.53,91.65,0
2021/01/02 21:00,-3.4,108.51,0,-17.52,0,0,0,0,0,2.46,33.02,0,764.67,341.75,1.68,97.66,0
2021/01/02 21:15,-3.39,101.76,0,-18.18,0,0,0,0,0,2.37,34.68,0,869.23,360.3,1.37,107.56,0
2021/01/02 21:30,-4.04,115.39,0,-18.97,0,0,0,0,0,2.13,32.73,0,922.06,311.81,1.53,109.01,0
2021/01/02 21:45,-4.21,105.23,0,-16.78,0,0,0,0,0,2.48,36.57,0,822.67,311.67,1.18,108.28,0
2021/01/02 22:00,-4.72,109.78,0,-19.31,0,0,0,0,0,2.09,32.39,0,789.8,360.57,1.21,108.75,0
2021/01/02 22:15,-4.46,100.16,0,-18.98,0,0,0,0,0,2.37,37.16,0,803.02,320.99,1.18,116.98,0
2021/01/02 22:30,-4.74,96.03,0,-17.54,0,0,0,0,0,2.27,36.28,0,903.56,350.2,0.91,123.64,0
2021/01/02 22:45,-5.03,101.38,0,-18.93,0,0,0,0,0,2.37,32.73,0,852.69,310.93,1.08,127.76,0
2021/01/02 23:00,-6.36,86.57,0,-17.9,0,0,0,0,0,2.33,33.1,0,799.22,316.51,0.83,117.81,0
2021/01/02 23:15,-5.75,87.85,0,-19.49,0,0,0,0,0,2.26,35.61,0,783.93,281,0.73,116.61,0
